date,title,text,source,url,ticker,publisher,query,article_length,word_count,collection_date,finbert_label,finbert_score,finbert_sentiment,vader_compound,vader_label,textblob_polarity,textblob_label,date_only
2026-01-15 16:00:00,CoreSite Chicago Data Center Campus Now Offers AWS Native 400G Direct Connect for Enhanced Cloud and AI Performance - Stock Titan,CoreSite Chicago Data Center Campus Now Offers AWS Native 400G Direct Connect for Enhanced Cloud and AI Performance&nbsp;&nbsp;Stock Titan,Google News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNODJicU01Z1REN3J3WDNxaEZZVmhibmJGWXpHYzdxdkp0S2FkV2VvZ2tRSnlEYUtXZE1TcklURkdEeGMtcEdLSXpYMXBPSmhVU2w4NXN2a2NBd09qU0VfY2JTRzJKLUlGSmFHX0lIbGNLTG4waEtmcVc0MnhlS0NKMXJYSVR3X1FXbHAtWGNXenYyNC1IZW1PcUItRmR2WjZwUU5WVG5CTjVXbnB6ZE1SeXU0U3lfWjBN?oc=5,AMT,,AMT stock news,138,19,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.03333333333333333,neutral,2026-01-15
2026-01-15 15:49:58,"Amazon threatens 'drastic' action after Saks bankruptcy, says $475M stake is now worthless - CNBC","Amazon threatens 'drastic' action after Saks bankruptcy, says $475M stake is now worthless&nbsp;&nbsp;CNBC",Google News,https://news.google.com/rss/articles/CBMimgFBVV95cUxQTVJZQjdQNDdoVTFab1lmMHJwenlUeHdQZVZtLWcybnFiZTdoX3E1bVl4Nm5EaHFaYWRCOEdPb3ZGVEJldng1ZGFNQV94czk4a2pEX181MFVQVDlRdXFMd1RDV2x5Y1VuX2VIcXBFSm1ZM2hmeEtHZlhtY0t5RlhrWU5RZ1pyZmVOV2NsNGZLRmlmaVRvMTJ1VGVB0gGfAUFVX3lxTFBQNjd4QWZhMURxcEtTWno0eG95WkpDM3dhRm5SLXlxa1pzS1ZDUTY1dE9LcXE3Sk43a2llNF9Sd2w2a3NCdXFmajFpTEdPSHp3bEhlN2MyNDMtbXdDMG40dE94dFF6SHJ2dklZbk9nS1RmUDJZa0tUVmFGeUZZaWpaS21jellZWkVJemxCRVVXaHZ5bXlxSW9JSm40c0c1TQ?oc=5,AMZN,,AMZN stock news,106,13,2026-01-18 18:10:41.105671,negative,0.2263,-0.2263,-0.2263,negative,0.1,positive,2026-01-15
2026-01-15 14:08:00,Broadcom Inc. Stock (AVGO) Opinions on Recent Price Drop and Geopolitical Concerns - Quiver Quantitative,Broadcom Inc. Stock (AVGO) Opinions on Recent Price Drop and Geopolitical Concerns&nbsp;&nbsp;Quiver Quantitative,Google News,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOcnJhdFV2Vm9ETlktM3dDNFdXcUNUT3AzaEw3RzQzTEl0ODlldUZ4NW51QU1aWUM2eUJNOUFlM1gzalQ3ZUE5bzlTX1hZbXU2b3ZnSnlQbjg3RlIxbTZTRjdnWEJUSERsWndrZ0NraGdyRnp0cHhKSFVHcFN5OUtfdHdJNkIxNXlrMUV6c0dsLVpLbnFqYW9lVW95TmVkejJOdUR6T0JMZ2d1ZjdoRTh6SE03T2JqTEVWR213?oc=5,AVGO,,AVGO stock news,113,13,2026-01-18 18:10:41.105671,negative,0.2732,-0.2732,-0.2732,negative,0.0,neutral,2026-01-15
2026-01-15 12:32:53,"Stocks making the biggest moves premarket: Taiwan Semiconductor, ASML, BlackRock and more - CNBC","Stocks making the biggest moves premarket: Taiwan Semiconductor, ASML, BlackRock and more&nbsp;&nbsp;CNBC",Google News,https://news.google.com/rss/articles/CBMilgFBVV95cUxPUnVGZGpmZGdGWHhOQjV4aGdLSF9LbVpjWjdoa3BBUHN4WHNKejRHUmI2Q1pBSnVjVV9XNVI1ZkVxQ3JfZEhJRGhLVEFTWlhqbGpFZG1HT0k0aEhZbUFHZXcyc3pEU0hCeUJOb1VZYlpOdTBSR2R6R21aNGNkaDV4b002UzlUY0pXWEFldHNKVkRvaHhjZ2c?oc=5,ASML,,ASML stock news,105,12,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2026-01-15
2026-01-15 11:59:00,Accenture Named a Leader in Gartner  Magic Quadrant  for Digital Technology and Business Consulting Services - Stock Titan,Accenture Named a Leader in Gartner  Magic Quadrant  for Digital Technology and Business Consulting Services&nbsp;&nbsp;Stock Titan,Google News,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNb20zaVh5M280WnUwNlM4Ym1LQmJLTGFOSl9BU21aRkxubXdRMDRveVlIR2RrNF9KUy1qd0FMUmhzRGtneWtjUkNfaDFSM1VNZC0yMVp5ZF9neHVOY2FhZjh5Ml81QVFzT19pWlhOaGx4cTBFT3J0Wm5jX3VFRFp0QlEzamhyNkVkY2U0RmFZcnlzUEo1V0tUWE5ic0ZST2IwOE9xUGpxYkE3alBOZzNIa3pxNmJLdnY4eGM0?oc=5,ACN,,ACN stock news,131,16,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.25,positive,2026-01-15
2026-01-15 09:35:43,Boeing (BA) Stock: Bernstein Names Aerospace Giant Top Pick for 2026 Recovery - CoinCentral,Boeing (BA) Stock: Bernstein Names Aerospace Giant Top Pick for 2026 Recovery&nbsp;&nbsp;CoinCentral,Google News,https://news.google.com/rss/articles/CBMioAFBVV95cUxOUm5fSU9GQ2dnUTZMMEN4SEhad1pVa19WV2Z6TjVjSzBjd1U2TGxrbUZ2dmlfVS14ZzVNTDQ5bFZLX1BDU2F5clZXSlpBb2dMc0k3LXRmWnJKMGJBcjUyTE1sM0FzVVNrd0dBRWJsYXQ3TVJpTlVQTVpWeE93SlRGREtKcjZTa3BJYUZEb2d0ei1qY2pnSnQ3dTV2bzllQnUx?oc=5,BA,,BA stock news,100,12,2026-01-18 18:10:41.105671,positive,0.2023,0.2023,0.2023,positive,0.25,positive,2026-01-15
2026-01-14 21:22:00,"Bank of America, Wells Fargo Slip, Citi Pops On Bank Earnings Day 2 - Investor's Business Daily","Bank of America, Wells Fargo Slip, Citi Pops On Bank Earnings Day 2&nbsp;&nbsp;Investor's Business Daily",Google News,https://news.google.com/rss/articles/CBMingFBVV95cUxPVV8wSDF0R1p1Uzl1T2xSZ0ljRS1pekk3eXRiQTh1TUNyVXpzLVdubUFCdlhNbGRJMmgyR2JHRC0zbTVkLXgwWjVvT2tZbW5lQWNqX3VNWDAtd0Z6QXFOTFNzYzVXWVdTNGg3UG43R3E3SWctNms5TWFqLTE5ci1pUXkyY1MtbWxLbmoySUc1aVI0Q2dXZENDYXNTOWhqdw?oc=5,BAC,,BAC stock news,104,15,2026-01-18 18:10:41.105671,positive,0.25,0.25,0.25,positive,0.0,neutral,2026-01-14
2026-01-14 18:22:30,BAC Stock Gains On Bullish Q4 Print – Guides For Mid-Single Digit NII Growth In FY26 - Stocktwits,BAC Stock Gains On Bullish Q4 Print – Guides For Mid-Single Digit NII Growth In FY26&nbsp;&nbsp;Stocktwits,Google News,https://news.google.com/rss/articles/CBMinAFBVV95cUxQODNUc0JnaW5TNTFjZmFaNWdsOWwzdl9YRHpxbVllT0V6WkpZMmZhXzJYaWtNVWdybUItTFFJeEZnTGxiSTR1bVlGTlJjUUJYM0oySGptUGM2Q2tUR0V4Qko2QzBtYldyeHdIdXhJRjdyNnZTTDJ0Rnd6aGpjTXRoQlQ3SFJnc2hKUHFhb0lhazM1SXNzRF9TRVlTdms?oc=5,BAC,,BAC stock news,106,16,2026-01-18 18:10:41.105671,positive,0.6124,0.6124,0.6124,positive,0.0,neutral,2026-01-14
2026-01-14 17:47:36,AVGO Stock Dives as Insider Selling and China Risks Revive Broadcom Valuation Fears - FXLeaders,AVGO Stock Dives as Insider Selling and China Risks Revive Broadcom Valuation Fears&nbsp;&nbsp;FXLeaders,Google News,https://news.google.com/rss/articles/CBMixAFBVV95cUxNLWF2U0VVRnM4SE5pT2ZwYXNmOG1BUmFJZXg1akFucE5aR2ZKaEZZNVQyWWYtNGlYYVlhaHFTN2YwSUxPSThxYnQ4YVFJbjV1V0EwRU9ialNYTDhYNW5oZlNVbjZYQkJBNnpXa2xZNlppUnZxXzl5RE9VakRFekdEN2h4SHBEcGRPZDRrSS1mQjdTWGlkeXpYd2Jac29oWmFSNWR4ekZURUlKbkpwNU5pSHZ3TWJMV2FFR0dIa0kwN0JFRVpp?oc=5,AVGO,,AVGO stock news,104,13,2026-01-18 18:10:41.105671,positive,0.0772,0.0772,0.0772,positive,0.0,neutral,2026-01-14
2026-01-14 17:21:08,Broadcom CEO Hock Tan Just Sold $24 Million Worth of AVGO Stock. Should You Dump Shares Too? - Barchart.com,Broadcom CEO Hock Tan Just Sold $24 Million Worth of AVGO Stock. Should You Dump Shares Too?&nbsp;&nbsp;Barchart.com,Google News,https://news.google.com/rss/articles/CBMizwFBVV95cUxQWGFJWmVFT2V0bm0zOUZYMGtKN3FFc0xXWUp1ZXNDSTVGVGNTMFJoUmhhUDVlbV90ZDJ6SGJHYzU1TWNhTGJZcm8wR2JRbG54TU1sWnBQa1RhbFN4dWg0alJEZ1NhaHRIazdzY0xqV2p4SnVlVExGWkY5S1ZGbUJ6NTQtd1dTelpXWWpOSXJ1UFlDZXB5NWZNam8zR0FtRXFIWnVzWHZIQk9sd01xZ2VYdU82eEdVaGJUa2FYcUpkU3FUd3ltcGs5aGZ4TEx3WHM?oc=5,AVGO,,AVGO stock news,116,17,2026-01-18 18:10:41.105671,positive,0.128,0.128,0.128,positive,0.3,positive,2026-01-14
2026-01-14 15:38:51,BAC stock today falls despite Bank of America beating Q4 earnings estimates: What investors are worried ab - The Economic Times,BAC stock today falls despite Bank of America beating Q4 earnings estimates: What investors are worried ab&nbsp;&nbsp;The Economic Times,Google News,https://news.google.com/rss/articles/CBMikgJBVV95cUxOazBwRGlYN0h3ZFlyYy1iMUlCS0syRmdyQ0hvYzNpaUJOaFBENUFVN0FQVG96aHZzaWRYb0poQWlVSlBJRUgyY0lZUENaN3pocHRZT1VoRV9FYzlza2NWMkxKVEtrUk9DMFN3VUQ2ZEUwYzVhMG9YaEJxQWx3UU5PNWNxRnNEdzVoeTRwTWFjb245YWZIMlBsdXBtRE1fREJhSXQwVDBhbVhxVDZLRG0zQ2tzZGVHYmxsRC1USl9FMm4yVExkUHVzVlZXQWdzVTliZ1lCZ2xKdFZwQ0tkRHN2REVYemQ1aHNGUXhMRTZ4cUhtZWE4Q3FySXJ3eEdnY1lQQmFGUnVsdHEtcVBReFhKYkx30gGXAkFVX3lxTE5laVlLUWdCdVZ3V0lsWFpkaHhGNTR3NURDaDRwMmlzdTZRS19LMDdKYVlFNkw1dzZMczZ0T2tNLXBGN1RxMXZmZXFhVXBteHRQalhvaUo5d1dvSVJLS2FtaVhMNTNHOWlZdEVwV0VHazdzbXV3aW5MMGQtYWdwdVFwbTFiT0w2YzF5N0xST0VYZFBSNHJzdWpZWUZaWUtGT2c1RGphWEprOFY2YTdnZ09BVUxocGNXakJRQUJpQzNlUUUzeHIwcWhuYlhlMnplZDl6eHJPOTNlTWxncWx2cnIwRWhTRnlHT3JaUURSX3hJVFN2SllpQ2hNYnBpTWlUZU96M195cVBLN2ZNakFmWlBwVmtrVWdSdw?oc=5,BAC,,BAC stock news,136,19,2026-01-18 18:10:41.105671,negative,0.6369,-0.6369,-0.6369,negative,0.2,positive,2026-01-14
2026-01-14 14:00:03,Accenture PLC (ACN) is Attracting Investor Attention: Here is What You Should Know - Yahoo Finance,Accenture PLC (ACN) is Attracting Investor Attention: Here is What You Should Know&nbsp;&nbsp;Yahoo Finance,Google News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxPelVEMzRHbGlHaXg3QUVYT29FejhtMzNEd3luS0QtVEVGcW43UWJZd2VZeUZVM25EX0pEUUxINHQ4aXFYSG1TNVJNZnhfZ005OVlpaVVJb1liN1JmMTNVNkdERzhaS2FJLWtmNmtRdGJQeUU5ODhSRWN0UzE0dmVUSnprSmxWU1lweHNF?oc=5,ACN,,ACN stock news,107,14,2026-01-18 18:10:41.105671,positive,0.4767,0.4767,0.4767,positive,0.0,neutral,2026-01-14
2026-01-14 12:45:18,Broadcom (NASDAQ: AVGO) Stock Price Prediction and Forecast 2026-2030 (Jan 2026) - 24/7 Wall St.,Broadcom (NASDAQ: AVGO) Stock Price Prediction and Forecast 2026-2030 (Jan 2026)&nbsp;&nbsp;24/7 Wall St.,Google News,https://news.google.com/rss/articles/CBMingFBVV95cUxNZEF2R2VfRmVUSG9QMmh0czhqYlpKb1VjWnE1Smc3c09HcDloLUYxUXlhVzFWYXYxUVEyYXNxLXFZRDJ1M1haVGdMakFRQ3NKZE02WUk5UDluMV9EenZGb184QklZRHhDWllsM3dsZFROS2tsdUR3cWVsT1NnbUF6T3dJdVFpZVJfenRfOUl0QTdQLU9RdUpWVVM2MmlJdw?oc=5,AVGO,,AVGO stock news,105,13,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2026-01-14
2026-01-14 12:30:37,Amazon Stock (NASDAQ: AMZN) Price Prediction and Forecast 2026-2030 for January 14 - 24/7 Wall St.,Amazon Stock (NASDAQ: AMZN) Price Prediction and Forecast 2026-2030 for January 14&nbsp;&nbsp;24/7 Wall St.,Google News,https://news.google.com/rss/articles/CBMilgFBVV95cUxNQ3MwcC1WVkc1bENwcS1obkZ2dGRLUnhPUkpkTHRoZlA1eWpkeXBUb09Jb3Jha2ZuOExBUEtPSGxfOGhNSVVWOTZfcDZwZ0ctSGY1QzdtVzJSeWZneUgzQ0dOV1J4S0ZzakhqVWM3OUxIazVPU1I3UDlQdXZROU9tQmIwM2pPRlVjR1N5TUROa0lRamF3UlE?oc=5,AMZN,,AMZN stock news,107,14,2026-01-18 18:10:41.105671,positive,0.1779,0.1779,0.1779,positive,0.0,neutral,2026-01-14
2026-01-14 11:15:01,"Bank of America tops estimates on better-than-expected net interest income, equities trading - CNBC","Bank of America tops estimates on better-than-expected net interest income, equities trading&nbsp;&nbsp;CNBC",Google News,https://news.google.com/rss/articles/CBMifkFVX3lxTE5KSFFjNUtvRV9CM0l4QWlhLUhIMW8wRlg5TEVVOWlmaERHaUF1a2xOaGJYby1hem9aTk1uTEwwN1E5Z1d3M0hhQ1dpOHR1RzI3VWMxLVhQdEdMai1uSkh2TkxrYXAwa3EyVlU2MlB2emI4YkRuWkoxd1dOdGo0d9IBgwFBVV95cUxNckZ4aWxaaC02V1FIelBKa2FkVDBUUnlPckx3MFhvODd5bFAtc05EVWRXSTU3UTNza3M3djdscWJrYlhlVG4yaXBkQVJXaFN5S1dSSFkyVENCY2JSNGlSeEhWUzFQS09ZeWR4a1Y4SFQzajNaU2Y4eVRqZ3ZrY0tyeV95WQ?oc=5,BAC,,BAC stock news,108,12,2026-01-18 18:10:41.105671,positive,0.743,0.743,0.743,positive,0.0,neutral,2026-01-14
2026-01-14 08:02:00,"This Unstoppable Stock Has 4 Catalysts to Fuel Its Membership in the $5 Trillion Club in 2026, According to 1 Wall Street Analyst. - The Motley Fool","This Unstoppable Stock Has 4 Catalysts to Fuel Its Membership in the $5 Trillion Club in 2026, According to 1 Wall Street Analyst.&nbsp;&nbsp;The Motley Fool",Google News,https://news.google.com/rss/articles/CBMimAFBVV95cUxPUjdkT2laVks2S2RVMmdBNy1jQWR0Z0F0dlJHSjFSdFp0TXk2dVozYjZpZDhPWEdXVlpvMVNMRVZSb3F3MnU3ci1CaGcxRWktbnRGR0tGeGFkcFEzMm90QkdPMWhRWVp1bUx2LWw1OWk0QjFWMU9uYzM3NVd2WldDSkJObmotd0JGdEdBSVdvblFBcXZGNTJRbQ?oc=5,AAPL,,AAPL stock news,157,25,2026-01-18 18:10:41.105671,negative,0.5719,-0.5719,-0.5719,negative,0.6,positive,2026-01-14
2026-01-13 22:10:08,AI Could Spell Trouble for Software. These Experts Say to Avoid One Stock In Particular - Investopedia,AI Could Spell Trouble for Software. These Experts Say to Avoid One Stock In Particular&nbsp;&nbsp;Investopedia,Google News,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPSUFXVGp3c2VaSUxXV211UE5LdnBHUDRRNEZhazh4TFBOUWNUdTkyenRndWxReFNkMmVNTHBFcWNXQ21EcjhndGpUbW82WkRadXBEWlMxYjFPUlRLc0d6Rkg1c25Oc3pJelpneDREeFhtS1dWZHhjTGFKV0p3MmlkdXBTcDVJWnRLVjBFUFc2eWRRQWlHMmx0MGFfZXV3dml5MWFDamhJWVZyN1ZZdXJuYUZmMGhFcjBPRTl6YlgwZG9jZk5McW42OQ?oc=5,ADBE,,ADBE stock news,111,15,2026-01-18 18:10:41.105671,negative,0.5994,-0.5994,-0.5994,negative,-0.2,negative,2026-01-13
2026-01-13 19:03:00,Fund Update: New $26.2M $AVB stock position opened by FORT WASHINGTON INVESTMENT ADVISORS INC |OH| - Quiver Quantitative,Fund Update: New $26.2M $AVB stock position opened by FORT WASHINGTON INVESTMENT ADVISORS INC |OH|&nbsp;&nbsp;Quiver Quantitative,Google News,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQUW1vWkVtRm1FX3BiMEg0V09YNjJyRkkxZkR2dmFGLTVQS1lfN1EwamtySjl1MzNoaVVyLWhVcTlTT1VBNUl5Y3hxaDYtVzAya0VKaENwZ1lMRWptTUVVLWlPRmtQUHB2NFFvTzlRMnJnTWdHUEM5eUs3T1NRREFraFJ2UVhUdXNfeUt2eDE1S1FzN0tkd2Z6RTc3WXVpZVlHaHdWWVJBVjdNWTh5eDNrR1kyZmhmbTJxb1JPVC1aRUJWZmljUXRQZGRQeW9hbG90b0tiZ2xBOXQ?oc=5,AVB,,AVB stock news,129,16,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.13636363636363635,positive,2026-01-13
2026-01-13 16:20:04,Adobe Stock Drops as The Most Pessimistic Analyst Forecast Since 2013 Hits ADBE Shares - TipRanks,Adobe Stock Drops as The Most Pessimistic Analyst Forecast Since 2013 Hits ADBE Shares&nbsp;&nbsp;TipRanks,Google News,https://news.google.com/rss/articles/CBMitwFBVV95cUxQN052RzBlbzBSRm5GZEZsSzhOWFZWRWc0V2RQc191ZVNNNkRTS3ZOVFBkS2VqZ3dfQ05vSjhFNFR5QjhvTEZWcXFYT2ppTy1fX3RDTUpTZ0diN3hLSTFELXd6YW5vbG1ab3BZYW0yTmktbnltb2p3VXZRa3d4NVVyeXZvcjJpRkJZdlBEcWo5NzlDS2VUUzZIa0dUb3RsU0d4aC00QTJ6MUJxa3NkWU1rN2IyMTNjT0k?oc=5,ADBE,,ADBE stock news,106,14,2026-01-18 18:10:41.105671,negative,0.4201,-0.4201,-0.4201,negative,0.5,positive,2026-01-13
2026-01-09 08:00:00,Boeing stock forecast 2026: Here’s why BA shares will soar - TradingView — Track All Markets,Boeing stock forecast 2026: Here’s why BA shares will soar&nbsp;&nbsp;TradingView — Track All Markets,Google News,https://news.google.com/rss/articles/CBMitAFBVV95cUxNTHpvUkNkcjcwWnJEVjB0bXVLLTJLSGp6OHp0TnpjdnpLZTV1NFd5X2FzT1FZYlI0MDRFNXlRNmdzOHRiMEZPOXlEU29aX3ZXTnBWMG5NYWU5dTcxNnBRZGhMTVJ2RjBNZDlSOVltc3o3Vm1SMlAyODFXcWQ1R2pYN2VRdEFYZHAxY1ZNd254ME84V2lWYjRtdjF6c2lNWkd2dVV4RlEyZGN5UDFNaXdZNGRFN0k?oc=5,BA,,BA stock news,101,14,2026-01-18 18:10:41.105671,positive,0.296,0.296,0.296,positive,0.0,neutral,2026-01-09
2026-01-08 08:00:00,"Markets News, Dec. 8, 2025: Major Stock Indexes Close Mixed; Dow Advances; Data-Storage Shares Drag Nasdaq - Investopedia","Markets News, Dec. 8, 2025: Major Stock Indexes Close Mixed; Dow Advances; Data-Storage Shares Drag Nasdaq&nbsp;&nbsp;Investopedia",Google News,https://news.google.com/rss/articles/CBMib0FVX3lxTE1ONEhoNHJSa3lxQ0tMaXV4eXhvT2dCN2NIVVZRUDM0T0FYRXVCUjFuUElsdFE4am5DaWpxQnduN3BkQlUtYWtGa3NtSkYwTHJhWmtxeEdDZ3A1Q3pxc1RIVUVrZXJWY1dmNFQwdVNOaw?oc=5,APA,,APA stock news,130,16,2026-01-18 18:10:41.105671,positive,0.0772,0.0772,0.0772,positive,-0.012500000000000002,neutral,2026-01-08
2026-01-07 21:37:00,Boeing '26 Gets Strong Start As Airline Posts Largest Order Ever - Investor's Business Daily,Boeing '26 Gets Strong Start As Airline Posts Largest Order Ever&nbsp;&nbsp;Investor's Business Daily,Google News,https://news.google.com/rss/articles/CBMiogFBVV95cUxNZTRxODVPYm8wOG9uVFNQTHJldTk0cjE0Wkg0VUdFeXN6NzViTTQ5aVIxQ3MtZWFic2FiQWVKZGxIcjZfZWdZRVFSOS1pYjBsSkhoTk8tNFN0NDJQekVTMkNTRGJLNmRvUnZFVXFXSVh0X1p6Vm0tcHBPWFlZV2oyZ3ctN0dHLUdKQXBZY1Mzd3lzN0ZoWk10bml2TUM2dmgyOWc?oc=5,BA,,BA stock news,101,13,2026-01-18 18:10:41.105671,positive,0.5106,0.5106,0.5106,positive,0.21666666666666667,positive,2026-01-07
2025-12-31 08:00:00,Here is What to Know Beyond Why Abbott Laboratories (ABT) is a Trending Stock - Yahoo Finance,Here is What to Know Beyond Why Abbott Laboratories (ABT) is a Trending Stock&nbsp;&nbsp;Yahoo Finance,Google News,https://news.google.com/rss/articles/CBMiiAFBVV95cUxORUwzODRyM2dzaUJqNHVpRWxXR1oyd2pVcEhHOGFPVlB4czRLQm1qeGZhdnJtUVVSX25acERTWU5iaXpjUzA4UVF6SEFla3pabWlfTGl0S29nYzNqa1g5Z3dySVZnTkt3Rm8xWFpKWHM5N1dLc2tGY1JSX2g0RW5VRTRzRG9URjdx?oc=5,ABT,,ABT stock news,102,15,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2025-12-31
2025-12-27 08:00:00,Is Weakness In Abbott Laboratories (NYSE:ABT) Stock A Sign That The Market Could be Wrong Given Its Strong Financial Prospects? - Yahoo Finance,Is Weakness In Abbott Laboratories (NYSE:ABT) Stock A Sign That The Market Could be Wrong Given Its Strong Financial Prospects?&nbsp;&nbsp;Yahoo Finance,Google News,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOSEE1MThkcHRSR1luWnZPMzc3V0lUMlhwa1QyZUNPelgyOGJhSGZSdVJwSFdHek8wS2NKM2F2S0ZfVWlFbklEWXRTbUdPYjQ2N01XSWRhU2tCcm9wREhfbWJHNnNOQnZtaUZqQjlTWVdQRGtCbEJna3M3M0hxY1BQSjBEN21VMUstSGcw?oc=5,ABT,,ABT stock news,152,21,2026-01-18 18:10:41.105671,negative,0.3818,-0.3818,-0.3818,negative,-0.022222222222222216,neutral,2025-12-27
2025-12-27 08:00:00,American Electric Power Stock (AEP) Opinions on Recent Performance and Growth Plans - Quiver Quantitative,American Electric Power Stock (AEP) Opinions on Recent Performance and Growth Plans&nbsp;&nbsp;Quiver Quantitative,Google News,https://news.google.com/rss/articles/CBMivAFBVV95cUxNVW5LYm80ZUF3TWt3NEZjT3pXaEZYX3ZuRlNwN29nNzBVR3QzM2d5U2JPN2U5WUhyQXFyM040MVBrLXdHZzBqUHdraGRfTlBxNm9qSEwtZ0NBdFdLWHVDRlpuem5DLUppcUlNMUlsTnZlckFWWU5iTHdIMFBoMWpsa2dfVXY4Qy1ndUltcVEzVXlQb28zZ3hQMXBxaVkzeXBydkp2RG5YWEdiVTIyVE84N0dTalVVdkdEOEJVMQ?oc=5,AEP,,AEP stock news,114,13,2026-01-18 18:10:41.105671,positive,0.3818,0.3818,0.3818,positive,0.0,neutral,2025-12-27
2025-12-11 08:00:00,AvalonBay Communities (AVB): Valuation Check After $340 Million Asset Sales and New Investor Presentation - Yahoo Finance,AvalonBay Communities (AVB): Valuation Check After $340 Million Asset Sales and New Investor Presentation&nbsp;&nbsp;Yahoo Finance,Google News,https://news.google.com/rss/articles/CBMikAFBVV95cUxQNlFfMFZRa08xSWFiRWM2SmgyZFF0dm5lM1VmVldUR09BQ1ZkRlVQMmxid2tyV1lMWlFDdzMtRmdUSW9iM1BmTWMyaG1UMzBZN0xvVGk3cms0VWpvS1FHTmRHejhTbEwxNWRqd3JOYkc2M0tzYlRmbWZqektOc0tQZDV1UkZEVnRHemwyLWVXMVY?oc=5,AVB,,AVB stock news,130,15,2026-01-18 18:10:41.105671,positive,0.3612,0.3612,0.3612,positive,0.13636363636363635,positive,2025-12-11
2025-12-06 08:00:00,APA Corporation's (NASDAQ:APA) Share Price Boosted 25% But Its Business Prospects Need A Lift Too - simplywall.st,APA Corporation's (NASDAQ:APA) Share Price Boosted 25% But Its Business Prospects Need A Lift Too&nbsp;&nbsp;simplywall.st,Google News,https://news.google.com/rss/articles/CBMiuwFBVV95cUxPMVlFMjNiZHFJc29MVU53dGJZWVVYS3FLQlRpN2dvMUhsbmxmaVNJQVQ5U0lSdFdJd1RieXp4X09xNTlyVWRsVkRFS0RaWVJnM095dmpBX3RtNXpMZVUtLW85aHk2UDJXdF96cC05TWVaNV83NVA2M29ENHNnemdPMVpsalF6Wm5VTGRleF8zc2tTZlo0eS1ISENQcG4waHZXUU81YWxQckZCUGRWb3dyd3VRSngzYnNZTVpV0gHAAUFVX3lxTE1xcDhjVzhEc2J6SFR0bXpHQ19JNXdpRkJUcVNfZFVkSGhyQkhiM3NBUE1PR2JNREZ1emIzdnoyNTI1SmM4Sk1lY0Z1NDA3WW1QeTFZNEt4QjZieE10Mm0xMnI3RFh4LTNRclVYR3pLc2lDdnNDNDZoV0NOSmE1R0lDYXRmVHk0dGFKUi1NSnBJLWZjSFdFLThxaURwU1NFNFd5VmVMTW5uTjZ6SUVKX3l0Zl9fNkFpaWRwMUpCYTVGRQ?oc=5,APA,,APA stock news,122,15,2026-01-18 18:10:41.105671,positive,0.631,0.631,0.631,positive,0.0,neutral,2025-12-06
2025-12-04 08:00:00,"American Tower (NYSE: AMT) sets $1.70 quarterly payout payable February 2, 2026 - Stock Titan","American Tower (NYSE: AMT) sets $1.70 quarterly payout payable February 2, 2026&nbsp;&nbsp;Stock Titan",Google News,https://news.google.com/rss/articles/CBMioAFBVV95cUxQcnFySWZ0bWRBT1lOUXhmS0pKUzEweDA0ZnIyS2R4WV9NYTE2RDdJWTV0UzV2ZFAwZ00wa1JvOXNOUVNuV0sxZzlySDRlZHRhMGltV010dXJ3R19HUGN3Vm1JVHdXYnIyUG1jVlZLUG00SWhqMkpGTkxkdk1aanJWanFZNHZ5WTZyUmJxTXJZeF90X1J3UDdQRXU2eXdldXps?oc=5,AMT,,AMT stock news,102,13,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2025-12-04
2025-11-19 08:00:00,"AvalonBay Communities (NYSE: AVB) Announces $1.75 Q4 Dividend, Payable Jan. 15 - Stock Titan","AvalonBay Communities (NYSE: AVB) Announces $1.75 Q4 Dividend, Payable Jan. 15&nbsp;&nbsp;Stock Titan",Google News,https://news.google.com/rss/articles/CBMirgFBVV95cUxOUG9aendJYnhkaHJjRF9WN1dsQ2hkMGc5NVZKdUJfUXZvbkl4M0xLallVVTdkaWlrTnBKYW5ub0tweTROT3B2M1FKeW1mSnV6UmRWTy1BSExVRmZ0b3FyS2Y1WUQ1WDgwSHpPeHVQM3NKVnd2VVNPOEdpY2xlN19UeG5kSmJUbnd1RTNfZDh6aVJnNFFOSEJtX2pRbHJmcEdVYlY5RHY1ZXYzZV9lb3c?oc=5,AVB,,AVB stock news,101,12,2026-01-18 18:10:41.105671,neutral,0.0,0.0,0.0,neutral,0.0,neutral,2025-11-19
